complex_name,status,completion_date,avg_price,industry_type,management,land_size,complex_group,website_url
음성유촌일반산업단지,분양완료,2019-03-29,202260,"식료품,펄프·종이 및 종이제품,화학물질및화학제품,고무및플라스틱,비금속광물,1차금속,금속가공제품,전자부품·컴퓨터·영상·음향및통신장비,의료·정밀·광학기기및시계,전기장비,기타기계 및 장비,자동차 및 트레일러,기타운송장비,기타제품 제조업, 인쇄및기록매체복제업,창고 및 운송관련 서비스업, 태양력발전업, *업종제한 고시문 참조",충북_음성군,413237,일반,http://www.inews365.com/mobile/article.html?no=579211
음성이테크일반산업단지,분양완료,2000-12-31,87000,"섬유제품,의복·의복 액세서리및모피제품,목재및나무제품,화학물질및화학제품,고무및플라스틱제품,비금속광물제품,1차금속,금속가공제품,전자부품·컴퓨터·영상·음향및통신장비,전기장비,기타기계및장비,가구,기타 제조업, 비주거용건물임대업, 기타부동산임대업",충북_음성군,135418,일반,http://www.eum.go.kr/web/gs/gv/gvGosiDet.jsp?seq=303084
음성중부일반산업단지,분양완료,2012-12-17,181500,"비금속광물제품 제조업, 전기·가스·증기 및 공기조절 공급업",충북_음성군,148426,일반,https://blog.naver.com/ji7491/223531948679
음성하이텍일반산업단지,분양완료,2005-06-01,64000,"식료품,음료,화학물질 및 화학제품,고무 및 플라스틱제품,금속가공제품,기계 및 장비,자동차 및 트레일러 제조업, 창고 및 운송관련 서비스업, 비주거용 건물 임대업, 기타 부동산 임대업",충북_음성군,397180,일반,https://www.eum.go.kr/web/gs/gv/gvGosiDet.jsp?seq=277575
의정부용현일반산업단지,분양완료,2000-07-27,191000,"수도권에서 이전하는 전제조업(공업용수다소비업종, 공해업소등 제외)",경기_의정부시,345546,일반,https://www.gg.go.kr/bbs/boardView.do?bIdx=84091714&bsIdx=469&menuId=1547
이당일반산업단지,분양중,-,7250,기타운송장비제조업(C31),경남_고성군,130607,일반,https://www.kmib.co.kr/article/view.asp?arcid=0013851913
이천도암일반산업단지,분양완료,2015-12-30,225360,"식료품, 고무제품 및 플라스틱, 금속가공제품, 전자부품·컴퓨터·영상·음향 및 통신장비, 전기장비, 기타기계 및 장비 제조업",경기_이천시,59733,일반,https://www.icheon.go.kr/biz/contents.do?mid=0202020108
이천모가일반산업단지,분양완료,2012-06-07,170000,의료용 물질 및 의약품 제조업,경기_이천시,59985,일반,https://www.kmaeil.com/news/articleView.html?idxno=411373
이천장호원일반산업단지,분양완료,2009-09-30,226757,"기타기계 및 장비 제조업, 화학제품 제조업, 금속가공제품 제조업 *자세한내용 고시문 참조",한국산업단지공단,59781,일반,https://www.icheon.go.kr/biz/contents.do?mid=0202020110
이화일반산업단지,분양완료,-,291960,"기타운송장비, 기타 기계 및 장비, 전기장비, 자동차 및 트레일러 제조업",울산경제자유구역청,694301,일반,https://terms.naver.com/entry.naver?docId=5785425&cid=64864&categoryId=65272
익산국가산업단지,분양완료,1974-12-31,15125,"특화업종-제조업첨단지구(섬유 및 식품, 전기전자 및 화학, LED, 기계, 자동차, 첨단부품소재), 제조업특화지구(귀금속관련산업특화), 도시형산업유치지구(지식산업,문화산업,정보통신산업,첨단산업 등),공통유치업종(식료품,섬유,화학,의약품,고무·플라스틱,비금속,금소,통신,의료,전기장비,기계,자동차,운송장비,기타제품,출판업,정보서비스업,연구개발업,전문서비스업 등) *입주제한업종 고시문 참조",한국산업단지공단,1335893,국가,https://terms.naver.com/entry.naver?docId=536772&cid=46631&categoryId=46631
익산제2일반산업단지,분양완료,1996-07-30,68000,"식료품,음료,섬유제품,의복·의복엑세서리및모피제품,목재및나무제품,펄프·종이및종이제품,화학물질및화학제품,비금속광물제품,1차금속,금속가공제품,전자부품·컴퓨터·영상·음향및통신장비,의료·정밀·광학기기및시계,전기장비,기타기계및장비,자동차및트레일러,기타운송장비,가구,기타제품 제조업, 창고및운송관련서비스업, 연구개발업, 부동산임대업(*고시문참조)",전북_익산시,3273736,일반,https://terms.naver.com/entry.naver?docId=6686387&cid=51726&categoryId=71089
익산제3일반산업단지,분양중,2014-07-11,123900,"섬유제품,화학물질및화학제품,의료용물질및의약품,고무제품및플라스틱제품,비금속광물제품,제1차금속,금속가공제품,전자부품·영상·음향및통신장비,전기장비,기타기계및장비,자동차및트레일러,기타운송장비,기타제품 제조업, 연구개발업, 전기·가스·증기및공기조절공급업",전북_익산시,2793952,일반,http://www.jeollailbo.com/news/articleView.html?idxno=715816
익산제4일반산업단지,분양완료,2015-01-30,106900,"식료품, 음료, 화합물질 및 화학제품, 고무 및 플라스틱제품, 전자부품·컴퓨터·영상·음향 및 통신장비, 의료·정밀·광학기기 및 시계, 섬유제품, 펄프·종이 및 종이제품, 금속가공제품, 비금속광물제품, 전기장비, 기타기계 및 장비, 자동차 및 트레일러, 기타운송장비 제조업, 창고 및 운송관련 서비스업, 연구개발업, 교육서비스업, 컴퓨터 프로그래밍·시스템 통합 및 관리업(전북테크노파크 입주기업에 한함)",전북_익산시,502825,일반,https://terms.naver.com/entry.naver?docId=6199418&cid=67842&categoryId=67920
인천기계일반산업단지,분양완료,1971-01-21,393000,"1차금속제조업(24),금속가공제품제조업(25),전자부품·컴퓨터·영상·음향및통신장비제조업(25),의료·정밀·광학기기및시계제조업(28),기타기계및장비제조업(29),자동차및트레일러제조업(30),기타운송장비제조업(31),섬유제조업(13211,13212,13229),펄프·종이및종이제품제조업(17110,17211,17212),의료용물질및의약품제조업(21300),고무및플라스틱제조업(22),비금속광물제조업(23),산업용기계및장비수리업,창고및운송관련서비스업",인천기계산업단지관리공단,350185,일반,https://www.incheon.go.kr/eco/ECO010602
인천서부일반산업단지,분양완료,1995-12-29,151250,"전자부품·컴퓨터·영상·음향 및 통신장비제조업, 의료·정밀·광학기기 및 시계제조업, 기타기계 및 장비제조업, 자동차 및 트레일러제조업,기타운송장비제조업, 보관창고업을 영위하기 위한 산업 연구개발업",인천서부지방산업단지관리공단,938625,일반,https://www.incheon.go.kr/eco/ECO010601
인천서운일반산업단지,분양완료,2019-09-20,1144053,"금속가공, 전자부품·컴퓨터·영상·음향 및 통신장비, 의료·정밀·광학기기 및 시계, 전기장비, 기타기계 및 장비, 자동차 및 트레일러, 기타 운송장비, 기타제품 제조업, 복합업종(일반제조업8개업종,식료품제조업,목재 및 나무제품제조업,펄프·종이 및 종이제품제조업,비금속광물제품제조업,1차금속제조업,인쇄 및 기록매체복제업,폐기물수집운반·처리및 원료재생업), 지식산업센터※입주제한 업종 고시문 참조",인천_계양구,524970,일반,https://www.incheon.go.kr/eco/ECO010611
인천일반산업단지,분양완료,1973-12-01,197000,한국표준산업분류상 전 제조업,인천도시공사,1136269,일반,https://www.incheon.go.kr/eco/ECO010601
장항국가생태산업단지,분양중,-,115571,"생명과학기술클러스터(연구개발업,의료용물질및의약품,식료품 등 ),청정첨단지식기술클러스터(통신장비,의료·정밀·광학기기및시계,전기장비,기타기계및장비,건축기술·엔지니어링및기타과학기술서비스업,연구개발업 등),수송산업클러스터(자동차및트레일러,기타운송장비,1차금속,금속가공제품,플라스틱제품,인쇄업 등),지역친화형산업클러스터(펄프·종이및종이제품,식료품),뷰티산업클러스터(계면활성제,기타기타무기화학물질,화장품,그외기타분류안된화제품)",한국산업단지공단,2750893,국가,https://terms.naver.com/entry.naver?docId=6647907&cid=51726&categoryId=68264
장흥바이오식품일반산업단지,분양중,-,99363,"식료품, 음료, 기타 기계 및 장비, 의료,정밀, 광학기기 및 시계, 금속가공제품, 섬유제품, 전기장비, 고무 및 플라스틱제품, 목재 및 나무제품 제조업, 전기·가스·증기 및 공기조절공급업",전남_장흥군,2892052,일반,https://namu.wiki/w/%EC%9E%A5%ED%9D%A5%EB%B0%94%EC%9D%B4%EC%98%A4%EC%8B%9D%ED%92%88%EC%9D%BC%EB%B0%98%EC%82%B0%EC%97%85%EB%8B%A8%EC%A7%80
전주과학산업연구단지,분양완료,2001-12-20,87692,"마이크로일렉트로닉스(ME),메카트로닉스(MT),신소재,생물산업,기존산업의 첨단분야(자동차),기타","전북_완주군, 연구개발특구진흥재단",3073701,일반,http://www.domin.co.kr/news/articleView.html?idxno=504707
전주시자원순환특화일반산업단지,분양완료,2013-12-20,194084,"화학물질 및 화학제품 제조업, 고무제품 및 플라스틱제품 제조업, 금속가공제품 제조업, 폐기물 수집운반·처리 및 원료재생업 (원료재생업에 한함)",전북_전주시,80009,일반,https://www.pressian.com/pages/articles/2024060314132104036
전주제1일반산업단지,분양완료,1969-11-29,2000,"전략업종[비금속광물제품,전자부품·컴퓨터·영상·음향및통신장비,전기장비,기타기계및장비,자동차및트레일러,기타운송장비 제조업), 기타업종[식료품,음료,섬유제품(단, 마스크제조를 위한 기타직물제품에 한함),의료용물질및의약품,고무제품및플라스틱제품,1차금속,금속가공제품,의료·정밀·광학기기및시계,가구,기타제품 제조업, 폐기물수집운반·처리및원료재생업(단, 금속및비금속원료재생업에 한함), 부동산업(단, 비주거용건물임대업에 한함)], 전기·가스·증기및공기조절공급업",전북_전주시,1805640,일반,http://www.thepowernews.co.kr/news/articleView.html?idxno=136238
전주제2일반산업단지,분양완료,1987-12-31,32415,"펄프·종이 및 종이제품, 화학물질 및 화학제품, 고무 및 플라스틱제품, 금속가공제품, 전자부품·컴퓨터·영상·음향 및 통신장비, 의료·정밀·광학기기및시계, 전기장비, 기타기계 및 장비, 자동차 및 트레일러, 기타운송장비, 사무 및 회화용품 제조업, 부동산임대업",전북_전주시,687000,일반,https://www.etnews.com/20240430000071
전주친환경첨단복합일반산업단지(3-1단계),분양완료,2013-11-18,268851,화학물질 및 화학제품 제조업,전북_전주시,283693,일반,https://terms.naver.com/entry.naver?docId=6694139&cid=40942&categoryId=31868
정읍제1일반산업단지,분양완료,1981-12-31,27000,"식료품제조업,음료제조업,펄프및종이제품제조업,화학물질및화학제품제조업,비금속광물제품제조업,금속가공제품 제조업, 산업용기계및장비수리업, 폐기물 수집운반·처리 및 원료재생업(단, 재활용 산업용지에 함함), 태양에너지발전업 등",전북_정읍시,184764,일반,https://k114.co.kr/store/detail.asp?seq=Cgd3BgytBwdN
정읍제2일반산업단지,분양완료,1995-03-18,55424,"음식료품,섬유제품,의복및모피제품,펄프·종이및종이제품,화학물질및화학제품,고무및플라스틱,비금속광물제품,1차금속,금속가공제품,전자부품·컴퓨터·영상·음향및통신장비,의료·정밀·광학기기및시계,전기장비,기타기계및장비,자동차및트레일러,기타운송장비,목재및나무제품,가구,기타제품 제조업, 인쇄 및 기록매체복제업, 태양에너지발전업 등",전북_정읍시,999013,일반,https://www.doopedia.co.kr/m/photobox/gallery/gallery.do?_method=list_view&GAL_IDX=220705001310319
정읍제3일반산업단지,분양완료,2003-12-19,45072,"음식료품,1차금속,조립금속,종이제품,화학및고무플라스틱,기타제조업",전북_정읍시,1025038,일반,http://www.m-i.kr/news/articleView.html?idxno=754694
정읍첨단과학일반산업단지,분양중,2014-02-28,114864,"음료, 식료품, 고무제품및플라스틱제품, 기타기계및장비, 화합물질및화학제품, 기타운송장비, 자동차및트레일러, 전기장비, 의료·정밀·광학기기 및 시계, 의료용물질및의약품, 금속가공제품 제조업, 연구개발업, 교육서비스업, 콜센터 및 텔레마킹서비스업",연구개발특구진흥재단,896321,일반,https://terms.naver.com/entry.naver?docId=6687084
