complex_name,status,completion_date,avg_price,industry_type,management,land_size,complex_group,website_url
양산일반산업단지,분양완료,1981-09-30,15000,"식료품,음료,섬유제품,의복·의복액세서리및모피제품,펄프·종이및종이제품,화학물질및화학제품,의료용물질및의약품,고무제품및플라스틱제품,비금속광물제품,1차금속,금속가공제품,전자부품·컴퓨터·영상·음향및통신장비,의료·정밀·광학기기및시계,전기장비,기타기계및장비,자동차및트레일러 제조업,창고및운송관련서비스업, 컴퓨터프로그래밍·시스템통합및관리업,정보서비스업,연구개발업,전문서비스업,건축기술·엔지니어링및기타과학기술서비스업,기타전문·과학및기술서비스업,사업지원서비스업",경남_양산시,1846898,일반,https://www.yangsan.go.kr/job/contents.do?mid=0303070203
양주검준일반산업단지,분양완료,2003-07-03,364568,"섬유제품 염색·정리 및 마무리 가공업(134), 기초 화학물질 제조업(201), 기타 금속 가공제품 제조업(259), 태양력 발전업(35114), 비주거용 건물 임대업(68112)",경기_양주시,145301,일반,https://terms.naver.com/entry.naver?docId=2608414&cid=51886&categoryId=53542
양주구암일반산업단지,분양완료,2013-07-24,0,"전자부품·컴퓨터·영상·음향 및 통신장비제조업, 섬유제품제조업, 의료용물질 및 의약품 제조업, 의료·정밀·광학기기 및 시계제조업, 태양력발전업, 비주거용 건물 임대업",경기_양주시,46089,일반,https://www.yangju.go.kr/www/contents.do?key=571
양주남면일반산업단지,분양완료,2010-01-08,263980,"섬유제품 제조업, 가죽·가방 및 신발 제조업, 금속가공제품 제조업, 전기장비 제조업, 기타기계 및 장비 제조업, 가구 제조업, 태양력발전업, 비주거용 건물 임대업",경기_양주시,206622,일반,https://terms.naver.com/entry.naver?docId=2608418&cid=51886&categoryId=53542
양주도하일반산업단지,분양완료,2010-06-16,107000,1차금속제조업,경기_양주시,67266,일반,https://terms.naver.com/entry.naver?docId=2608416&cid=51886&categoryId=53542
양주상수일반산업단지,분양완료,1992-10-05,47000,"의복및모피제품제조업,전기및전자기기제조업,기타제조업",경기_양주시,59162,일반,https://terms.naver.com/entry.naver?docId=2608415&cid=51886&categoryId=53542
양주홍죽일반산업단지,분양완료,2013-01-30,425309,"식료품,섬유제품,가죽·가방및신발,펄프·종이제품,화학물질및화학제품,비금속광물제품,1차금속,금속가공제품,전자부품·컴퓨터·영상·음향및통신장비,의료·정밀·광학기기및시계,전기장비,기타기계및장비기타제품 제조업, 비주거용건물임대업, 태양력발전업",한국산업단지공단,585700,일반,https://www.yangju.go.kr/www/contents.do?key=572
에스폼산업단지,분양완료,2022-04-08,191603,"1차 금속 제조업(C24), 금속가공제품 제조업(C25), 기타 기계 및 장비 제조업(C29)",충북_진천군,415727,일반,https://blog.naver.com/covelit/222935940491
여수국가산업단지,분양중,-,147860,"기존단지:석유화학 및 연관산업(조립금속, 기타기계 및 장비제조, 기타전기 및 전기변환장치, 가구 및 기타제품, 화합물 및 화학제품), 확장단지:석유화학 및 연관산업(한국표준산업분류상의 전 제조업, 전기·가스·증기 및 공기 조절 공급업)",한국산업단지공단,51228685,국가,https://terms.naver.com/entry.naver?docId=1126170&cid=40942&categoryId=39201
여수오천일반산업단지,분양완료,1983-12-23,65000,"전 제조업(소분류 269 기타 비금속광물제품 제조업 제외) *특정유해물질 다량 배출업종 입주제한, 산업단지 내 한국자산관리공사가 입주기업의 재무구조 개선을 지원하기 위하여 취득한 산업용지 또는 공장을 임대하는 경우 부동산 임대업(L6811)을 허용",전남_여수시,181362,일반,http://news.yeosu.go.kr/news/articleView.html?idxno=34659
여수율촌제1일반산업단지,분양중,-,139226,"1차금속, 운송장비, 기티기계및장비,자동차및트레일러, 화합물질 및 화학제품, 전기장비, 금속가공제품, 비금속광물제품, 전기업, R/D산업, 신소재IT산업, 의료·정밀·광학기기및시계, 전자부품·컴퓨터·영상·음향 및 통신장비, 목재및나무제품 제조업, 폐기물운반.처리및원료재생업, 창고및운송관련서비스업",광양만권경제자유구역청,9106791,일반,https://www.yeosu.go.kr/www/govt/news/oldnotice?idx=216697&mode=view
여주강천일반산업단지,분양완료,2012-07-25,155958,"기타기계및장비제조업, 금속가공제품제조업, 고무제품및플라스틱제조업, 전자부품.컴퓨터.영상.음향및통신장비제조업, 기타운송장비제조업",경기_여주시,57753,일반,https://www.yeoju.go.kr/www/selectBbsNttView.do?key=615&bbsNo=67&nttNo=36586&searchCtgry=&searchCnd=all&searchKrwd=&integrDeptCode=&pageIndex=1
여주삼교일반산업단지,분양완료,2014-10-13,181555,비금속광물제품,경기_여주시,56073,일반,https://terms.naver.com/entry.naver?docId=1181947&cid=40942&categoryId=31868
여주장안일반산업단지,분양완료,2002-06-14,36500,비금속광물제품 제조업,경기_여주시,59425,일반,https://blog.naver.com/seig1004/223328411000
연천백학일반산업단지,분양완료,2011-04-18,187480,"화학물질및화학제품 제조업, 1차금속 제조업, 금속가공제품 제조업,전자부품·컴퓨터·영상·음향및통신장비 제조업,의료·정밀·광학기기및시계 제조업, 전기장비 제조업, 기타기계및장비 제조업, 가구 제조업",경기_연천군,466934,일반,https://www.eum.go.kr/web/gs/gv/gvGosiDet.jsp?seq=398341
연천백학통구일반산업단지,분양완료,2016-01-04,0,제1차 금속 제조업,경기_연천군,83600,일반,https://terms.naver.com/entry.naver?docId=6032386&cid=43667&categoryId=43667
연천장남일반산업단지,분양완료,2013-06-18,0,고무제품 및 플라스틱제조업,경기_연천군,85860,일반,http://www.ipcs21.com/default/index_view_page.php?idx=17084
영광대마일반산업단지,분양중,2013-05-02,119526,"식료품,음료,1차금속,금속가공,전자부품·영상·음향및통신장비,의료·정밀·광학기기및시계,전기장비,기타기계및장비,자동차및트레일러,기타운송장비 제조업,연구개발업",전남_영광군,1651849,일반,http://rdev.co.kr/PO/1478
영동일반산업단지,분양완료,2018-05-29,0,"섬유제품 제조업(C13), 금속가공제품 제조업(C25), 전자부품, 컴퓨터, 영상, 음향 및 통신장비제조업(C26), 전기장비 제조업(C28), 기타 기계 및 장비 제조업(C29), 자동차 및 트레일러 제조업(C30), 산업용 기계 및 장비 수리업(C34), 태양력발전업(D35114)",경남_함안군,257890,일반,https://www.ccdn.co.kr/news/articleView.html?idxno=976813
영암삼호일반산업단지,분양완료,1998-12-30,144511,"운송장비제조업(조선), 기계제조업, 비금속광물제조업",전남_영암군,2970840,일반,https://news.mt.co.kr/mtview.php?no=2022050613071878230
영주SK스페셜티일반산업단지,분양완료,2010-08-23,0,화학물질 및 화학제품 제조업,경북_영주시,171130,일반,https://venture-business1.tistory.com/entry/%EA%B2%BD%EB%B6%81-%EC%98%81%EC%A3%BC-SK%EC%8A%A4%ED%8E%98%EC%85%9C%ED%8B%B0-%EC%A0%9C2%EC%9D%BC%EB%B0%98%EC%82%B0%EC%97%85%EB%8B%A8%EC%A7%80-%EC%9C%84%EC%B9%98-%EB%B0%8F-%EC%9C%A0%EC%B9%98%EC%97%85%EC%A2%85
영주가흥일반산업단지,분양완료,2010-06-25,407546,"화합물 및 화학제품, 기타기계및장비, 전기장비, 전자부품·컴퓨터·영상·음향 및 통신장비, 금속가공제품 제조업, 태양에너지발전업(건물옥상에 배치), 신·재생에너지발전업(건물옥상에 배치)",경기_오산시,513023,일반,https://terms.naver.com/entry.naver?docId=5948679&cid=66911&categoryId=66989
영주갈산일반산업단지,분양중,2016-12-23,129000,"고무 및 플라스틱 제품 제조업, 금속가공제품 제조업, 기타기계 및 장비제조업, 연구개발업",경북_영주시,149256,일반,https://terms.naver.com/entry.naver?docId=5948678&cid=66911&categoryId=66989
영주두전일반산업단지,분양중,2011-10-04,0,"식료품제조업, 고무제품 및 플라스틱제품 제조업, 도매 및 상품중개업, 부동산업(단, 부동산임대업에 한함), 태양에너지발전업(입주기업체 지붕에 한함)",경북_영주시,54722,일반,https://terms.naver.com/entry.naver?docId=5948684&cid=66911&categoryId=66989
영주일반산업단지,분양완료,1997-10-01,37500,"식료품 제조업, 음료 제조업, 섬유제품 제조업, 의복·의복엑세서리및모피제품 제조업, 전자부품·컴퓨터·영상·음향및통신장비 제조업, 전기장비 제조업, 기타기계및장비 제조업, 자동차및트레일러 제조업, 기타운송장비 제조업, 부동산업(단, 부동산임대업에 한함), 태양에너지발전업(입주기업체 지붕에 한함)",경북_영주시,178139,일반,https://terms.naver.com/entry.naver?docId=5948685&cid=66911&categoryId=66989
영천일반산업단지,분양계획,-,0,"식료품제조업, 섬유제품 제조업, 의복·의복 액세서리 및 모피제품 제조업, 의료용 물질 및 의약품 제조업, 고무 및 플라스틱제품 제조업, 금속 가공제품 제조업, 전기장비 제조업, 기타기계 및 장비제조업, 자동차 및 트레일러 제조업",경북_영천시,281740,일반,https://terms.naver.com/entry.naver?docId=2613149&cid=51935&categoryId=54496
예산신소재일반산업단지,분양중,-,192275,"식료품, 음료, 화학물질 및 화학제품, 고무 및 플라스틱제품, 비금속광물제품, 1차금속, 금속가공제품, 의료·정밀·광학기기 및 시계, 기타기계 및 장비, 기타 운송장비, 가구 제조업, 폐기물 수집운반 처리 및 원료 제조업, 전기·가스·증기 및 공기조절 공급업 *유치 제한업종 고시문 참조",충남_예산군,1040155,일반,http://www.ccnnews.co.kr/news/articleView.html?idxno=337742
예산예당일반산업단지,분양중,-,190000,"식료품, 섬유제품, 화학물질및화학제품,고무및플라스틱제품, 비금속광물, 1차금속, 금속가공제품, 전기장비, 기타기계및장비, 자동차 및 트레일러, 기타 제조업, 전기·가스·증기및공기조절공급업 중 태양에너지발전업에 한함",충남_예산군,1042649,일반,https://terms.naver.com/entry.naver?docId=5705855&cid=63071&categoryId=63095
예산일반산업단지,분양완료,2013-12-06,168191,"식료품,음료,섬유제품,화학물질및화학제품,의료용물질및의약품,고무제품및플라스틱,1차금속,금속가공제품,전자부품·컴퓨터·영상·음향및통신장비,전기장비,기타기계및장비,자동차및트레일러 제조업, 인쇄및기록매체복제업, 출판업, 연구개발업, 전문서비스업, 건축기술·엔지니어링및기타과학기술서비스업,컴퓨터프로그래밍·시스템통합및관리업,부동산업,전기·가스·증기및공기조절공급업(지붕,옥상을 이용하는 태양력발전업에 한함)",충남_예산군,1507145,일반,https://www.yesan.go.kr/kor/sub06_08_01_03_01.do
오산가장2일반산업단지,분양완료,2010-06-25,413707,화합물 및 화학제품 제조업,경기_오산시,324303,일반,https://www.gg.go.kr/bbs/boardView.do?bIdx=124801801&bsIdx=469&menuId=1547
오산가장지방산업단지,분양완료,2007-12-31,392230,"화합물 및 화학제품, 기타기계및장비, 전기장비, 전자부품·컴퓨터·영상·음향 및 통신장비, 금속가공제품 제조업, 태양에너지발전업(건물옥상에 배치), 신·재생에너지발전업(건물옥상에 배치)",경기_오산시,188720,일반,https://www.data.go.kr/data/15033599/fileData.do
오산세마일반산업단지,분양완료,2019-07-17,0,기타기계 및 장비 제조업,경기_오산시,91907,일반,http://www.newstower.co.kr/news/articleView.html?idxno=714
오송생명과학단지,분양중,2008-10-08,156380,"보건의료관련 연구기관 및 산업체(화합물및화학제품제조업,음료제조업,식료품제조업,의료.정밀.광학기기 및 시제제조업, 연구개발업)",한국산업단지공단,4833314,국가,https://namu.wiki/w/%EC%98%A4%EC%86%A1%EC%83%9D%EB%AA%85%EA%B3%BC%ED%95%99%EB%8B%A8%EC%A7%80
옥천청산일반산업단지,분양중,2013-08-30,86150,"식료품제조, 고무제품 및 플라스틱제품,1차금속제조, 금속가공제품, 전기장비, 기타기계 및 장비, 화학물질 및 화학제품, 기타제품 제조업",충북_옥천군,353360,일반,https://www.dailycc.net/news/articleView.html?idxno=140899
옥천테크노밸리일반산업단지,분양완료,2021-12-31,123720,"의료기기관련(의료용물질및의약품,전자부품·컴퓨터·영상·음향및통신장비,의료·정밀·광학기기및시계,전기장비,기타기계및장비),바이오식품및가공(식료품,음료,고무제품및플라스틱,가구,기타제품),뿌리산업(1차금속,자동차및트레일러,기타운송장비)",충북_옥천군,357832,일반,https://cc.newdaily.co.kr/site/data/html/2022/03/17/2022031700175.html
온산국가산업단지,분양완료,-,81670,"석유정제, 동아연 등 비철금속, 화학펄프 공업, 조선기자재 및 기타 제조업, 석유비축시설",한국산업단지공단,25939303,국가,https://namu.wiki/w/%EC%98%A8%EC%82%B0%EA%B5%AD%EA%B0%80%EC%82%B0%EC%97%85%EB%8B%A8%EC%A7%80
완장일반산업단지,분양중,-,498500,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업(C26), 전기장비 제조업(C28), 기타 기계 및 장비 제조업(C29), 기타 운송장비 제조업(C31), 물류시설(H52), 부동산 임대업(L68)",경기_용인시,123534,일반,https://blog.naver.com/goldmir88/223613387364
완주일반산업단지,분양완료,1994-10-27,47406,"식료품, 섬유제품(기타직물제품에 한함), 화학물질 및 화학제품, 의료용물질 및 화학제품, 고무제품 및 플라스틱제품, 1차금속, 금속가공제품, 전자부품·컴퓨터·영상·음향 및 통신장비(사무용기기 제외), 전기장비, 기타기계 및 장비, 자동차및트레일러 제조업, 전기·가스·증기 및 공기조절공급업, 부동산임대업(*입주허용기준 고시문 참조)",전북_완주군,3358716,일반,https://terms.naver.com/entry.naver?docId=5870015&cid=65973&categoryId=66051
완주테크노밸리일반산업단지,분양완료,2015-05-15,148225,"펄프, 종이 및 종이제품,의료용물질 및 의약품,고무제품및플라스틱제품,의료,정밀,광학기기및시계,1차금속,금속가공제품, 자동차 및 트레일러,기타 기계 및 장비 제조업, 전기,가스,증기및공기조절 공급업, 창고 및 운송관련, 연구개발업",전북_완주군,1311399,일반,https://terms.naver.com/entry.naver?docId=5870019&cid=65973&categoryId=66051
왜관일반산업단지,분양완료,2008-08-31,91753,"식료품, 음료, 섬유, 의복·의복액세서리 및 모피, 목재 및 나무, 펄프·종이 및 종이제품, 고무 및 플라스틱제품(허용업종 고시문 참조), 가구, 기타제품, 1차금속, 비금속광물, 금속가공, 전자부품·컴퓨터·영상·음향 및 통신장비, 의료·정밀·광학기기 및 시계, 전기장비, 기타기계 및 장비, 자동차 및 트레일러, 기타운송장비, 인쇄 및 기록매체 복제업, 전기·가스·증기 및 공기조절공급업, 부동산임대업 *허용업종및제한업종 자세한내용 고시문 참조",왜관산업단지관리공단,2540252,일반,http://www.startuptoday.co.kr/news/articleView.html?idxno=124783
왜관제3일반산업단지,분양완료,2017-09-04,241342,"기계및장비, 자동차및트레일러, 비금속광물제품, 전기장비, 섬유제품, 목재및나무제품, 펄프및종이제품, 고무및플리스틱제품, 가구 제조업, 인쇄및기록매체복제업, 태양력발전업, 부동산임대업 *자세한내용 고시문 참조",왜관산업단지관리공단,743566,일반,http://www.gmilbo.net/news/article.html?no=4009
용인농서일반산업단지,분양완료,-,0,화학물질 및 화학제품 제조업,경기_용인시,54378,일반,https://blog.naver.com/leasepower/223252670395
용인원삼일반산업단지,분양완료,-,0,"화학물질 및 화학제품 제조업;의약품 제외, 전자부품·컴퓨터·영상·음향 및 통신장비 제조업, 전기장비 제조업, 기타 기계 및 장비 제조업, 자동차 및 트레일러 제조업",경기_용인시,108919,일반,https://www.dailian.co.kr/news/view/1375137
용인제일일반산업단지,분양완료,-,0,기타 기계 및 장비 제조업(C29),경기_용인시,56197,일반,https://blog.naver.com/seig1004/223213842052
용인테크노밸리일반산업단지,분양완료,2020-05-22,510950,"금속가공제품, 전자부품·컴퓨터·영상·음향 및 통신장비, 의료·정밀·광학기기 및 시계, 전기장비, 기타 기계 및 장비, 자동차 및 트레일러,화학물질및화확제품,의료용물질및의약품,고무제품및플라스틱제품,비금속광물제품,1차금속,기타제품 제조업, 제한업종{고시문 참조) 등",경기_용인시,839926,일반,https://blog.naver.com/e3753400/223497697001
용인통삼일반산업단지,분양완료,2022-08-25,0,"기타기계 및 장비 제조업, 전자 부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,의료/정밀/광학 기기 및 시계 제조업, 전기장비 제조업, 산업용 기계 및 장비 수리업, 출판업, 연구개발업, 건축기술/엔지니어링 및 기타 과학기술 서비스업, 임대업, 교육 서비스업",경기_용인시,49302,일반,http://www.joongboo.com/news/articleView.html?idxno=363555634
용인패키징디자인일반산업단지,분양완료,2021-04-30,918616,"고무제품 및 플라스틱제품, 금속가공제품 : 기계 및 가구 제외, 전기장비, 기타 기계 및 장비 제조업, 건축기술·엔지니어링 및 기타과학기술 서비스업",경기_용인시,59832,일반,http://www.sisafocus.co.kr/news/articleView.html?idxno=113241
울산길천일반산업단지,분양중,2019-11-28,220570,"자동차 및 트레일러, 기타 기계 및 장비, 전자부품·컴퓨터·영상·음향 및 통신장비, 기타직물제품, 기타1차비철금속, 화학물질및화학제품 중 혼성 및 재생플라스틱 소재 물질(기존 존치공장에 한함) 제조업, 전기·가스·증기 및 공기조절공급업[단, 벽체나 지붕을 이용한 태양광(열)발전 설비에 한함] *제한업종 고시문 참조",울산도시공사,1515270,일반,https://terms.naver.com/entry.naver?docId=5787770&cid=64865&categoryId=65354
울산매곡일반산업단지,분양중,2006-07-27,145800,"섬유제품, 고무 및 플라스틱, 비금속광물제품, 금속가공제품, 의료·정밀·광학기기 및 시계, 전기장비, 기타기계 및 장비, 자동차 및 트레일러 제조업, 태양력발전업(공장의 지붕·옥상에 설치 허용)",울산도시공사,565447,일반,https://terms.naver.com/entry.naver?docId=5785119&cid=64864&categoryId=65272
울산매곡제2일반산업단지,분양완료,2014-12-04,362031,"전체허용[기타 기계 및 장비 제조업, 자동차 및 트레일러 제조업, 태양력발전업(공장의 지붕·옥상에 설치허용)], 배전반 및 전기자동제어반 제조업(중복허용)",울산도시공사,76545,일반,https://terms.naver.com/entry.naver?docId=5785118&cid=64864&categoryId=65272
울산매곡제3일반산업단지,분양완료,2014-12-04,362031,"전체허용[자동차 및 트레일러 제조업, 기타기계 및 장비제조업, 태양력발전업(공장의 지붕·옥상에 설치허용)], 중복허용(컨베이어장치제조업,자동차용 전용 신품 부품 판매업,기타 자동차 신품 부품 및 내장품 판매업)",울산도시공사,158006,일반,https://terms.naver.com/entry.naver?docId=5785119&cid=64864&categoryId=65272
울산모듈화일반산업단지,분양완료,2013-12-26,219000,"모듈화 업종(고무및플라스틱,비금속광물,1차금속,금속가공,전자부품·컴퓨터·영상·음향및통신장비,의료·정밀·광학기기및시계,전기장비,기타기계및장비,자동차및트렝일러,기타운송장비), 전문메이커 업종(자동차관련 부품제조업)",울산도시공사,863317,일반,https://www.ulsan.go.kr/s/ind/cmplx/list.ulsan?mId=001001002005000000&cmplxCd=A&cmplxIdx=6
울산미포국가산업단지,분양완료,-,166370,"석유정제품, 석유화학, 1차금속, 자동차, 운송장비, 조립금속 제조업, 금속・비금속원료재생업, 기타(전기,전자,일반기계)",한국산업단지공단,48443934,국가,https://namu.wiki/w/%EC%9A%B8%EC%82%B0%EB%AF%B8%ED%8F%AC%EA%B5%AD%EA%B0%80%EC%82%B0%EC%97%85%EB%8B%A8%EC%A7%80
울산반천일반산업단지,분양중,2017-12-21,241395,"1차금속 제조업, 기타기계및장비 제조업, 금속가공제품 제조업, 자동차 및 트레일러 제조업, 전기장비 제조업, 기타운송장비 제조업, 펄프·종이및종이제품 제조업, 화학물질및화학제품 제조업, 고무및플라스틱제품 제조업, 비금속광물제품 제조업, 폐기물수집·운반·처리및원료재생업, 도매및상품중개업, 창고및운송관련서비스업, 태양력발전업, 부동산임대업 *입주업종 상세내역 고시문 참조",울산도시공사,1373148,일반,https://www.ulsan.go.kr/s/ind/cmplx/list.ulsan?mId=001001002005000000&cmplxCd=A&cmplxIdx=22
울산봉계일반산업단지,분양완료,2013-07-11,187960,"자동차 및 트레일러, 금속가공제품, 기타운송장비, 기타기계 및 장비, 전기장비 제조업, 태양력발전업[공장의 지붕(옥상)에 설치 허용]",울산도시공사,255411,일반,https://terms.naver.com/entry.naver?docId=5787436&cid=64865&categoryId=65354
울산신일반산업단지,분양완료,2013-10-17,304890,"일반제조업(1차금속,조립금속,전기·전자,기타기계및장비,자동차및트레일러, 기타운송장비), 첨단지식기반 제조업(메카트로닉스, 생명공학)",울산도시공사,2423169,일반,https://www.ulsan.go.kr/s/ind/cmplx/list.ulsan?mId=001001002005000000&cmplxCd=A&cmplxIdx=8
울산와지일반산업단지,분양완료,2014-07-10,0,"자동차 및 트레일러, 고무 및 플라스틱, 기타 기계 및 장비, 기타운송장비, 전기장비 제조업",울산_울주군,125619,일반,https://www.ulsan.go.kr/s/ind/cmplx/list.ulsan?mId=001001002005000000&cmplxCd=A&cmplxIdx=36
울산전읍일반산업단지,분양완료,2015-04-09,0,"식료품,목재 및 나무제품(가구제외), 고무제품 및 플라스틱제품, 금속가공제품(기계 및 가구 제외), 의료·정밀·광학기기및시계, 전기장비, 기타기계 및 장비, 자동차 및 트레일러, 기타운송장비 제조업, 전기·가스·증기 및 공기조절 공급업(산업시설구역내 공장의벽 또는 지붕을 이용한 태양력발전업), 부동산임대업",울산_울주군,72042,일반,https://terms.naver.com/entry.naver?docId=5787717&cid=64865&categoryId=65354
울산중산2차일반산업단지,분양완료,2014-12-24,345670,"전체허용[기타기계 및 장비 제조업, 자동차 및 트레일러 제조업, 태양력발전업(공장의 지붕·옥상에 설치허용)], 중복허용( 1차금속 제조업, 금속가공제품 제조업, 전기장비 제조업, 배전반 및 전기자동제어반 제조업, 1차유리제품. 유리섬유 및 광학용 유리제조업)",울산도시공사,363621,일반,https://terms.naver.com/entry.naver?docId=5785426&cid=64864&categoryId=65272
울산중산일반산업단지,분양완료,2009-08-20,316720,"자동차 및 트레일러제조업, 기타 기계 및 장비제조업, 전기, 가스, 증기 및 공기조절 공급업",울산도시공사,128392,일반,https://terms.naver.com/entry.naver?docId=5785426&cid=64864&categoryId=65272
울산테크노일반산업단지,분양완료,2018-09-20,433359,"R&D, 신재생에너지, 첨단융합부품소재,정밀화학,수송·기계, 지식산업센터",울산경제자유구역청,1286977,일반,https://www.ulsan.go.kr/s/ind/cmplx/list.ulsan?mId=001001002005000000&cmplxCd=A&cmplxIdx=9
웅천일반산업단지,분양중,2022-10-31,138993,"식료품,음료,1차금속,금속가공제품,전자부품·컴퓨터·영상·음향및통신장비,전기장비,기타기계및장비,자동차및트레일러 제조업, 창고및운송관련서비스업 *유치제한업종[고시문참조]",충남_보령시,685322,일반,https://blog.naver.com/fluke8501571/223351947548
원주동화일반산업단지,분양완료,2007-07-18,102700,"화합물및화학제품, 기타기계및장비, 전자부품영상음향및통신장비, 자동차및트레일러, 식료품, 전기장비 제조업, 일반창고업, 태양력발전업(건물 옥상 및 주차장 상부에 배치)",강원_원주시,409137,일반,https://www.wonju.go.kr/www/contents.do?key=2631
원주문막반계일반산업단지,분양중,2013-09-12,299000,"식료품, 화학물질 및 화학제품, 의료용물질 및 의약품, 고무제품 및 플라스틱제품, 1차금속, 금속가공제품, 전자부품·컴퓨터·영상·음향 및 통신장비, 의료·정밀·광학기기 및 시계, 전기장비, 기타기계 및장비, 자동차 및 트레일러, 기타운송장비 제조업, 폐기물수집운반·처리 및 원료재생업",한국산업단지공단,422743,일반,https://www.kwnews.co.kr/page/view/2022080915044119052
원주문막지방산업단지,분양완료,1991-12-28,60500,"섬유, 화학, 조립금속, 유리제품, 기타제조업",강원_원주시,395530,일반,http://www.dtoday.co.kr/news/articleView.html?idxno=247782
원주우산일반산업단지,분양완료,1970-12-15,6000,"식료품,섬유제품,의료용물질및의약품,고무및플라스틱,비금속광물,금속가공제품,전기장비,기타기계및장비,자동차및트레일러 제조업, 전기.가스.증기및공기조절공급업,도매및상품중개업",강원_원주시,346388,일반,https://wfmc.wonju.go.kr/www/contents.do?key=2632
원주자동차부품일반산업단지,분양완료,2015-06-29,319000,자동차 및 트레일러 제조업,강원_원주시,92917,일반,https://www.eum.go.kr/web/gs/gv/gvGosiDet.jsp?seq=264398
음성금왕일반산업단지,분양완료,2005-08-26,120000,"식료품, 음료, 화학물질및화학, 의료용물질및의약품, 고무및플라스틱, 금속가공제품, 전자부품·컴퓨터·영상·음향 및 통신장비 제조업, 창고및운송관련서비스업, 비주거용건물임대업, 기타부동산임대업, 태양력발전업 *입주제한업종 고시문참조",충북_음성군,571177,일반,https://blog.naver.com/jsrudskawltk/223373560155
음성금왕테크노밸리일반산업단지,분양중,-,226679,"식료품,섬유제품,화학물질및화학제품,의료용물질및의약품,고무제품및플라스틱제품,비금속광물제품,1차금속,금속가공제품,기타기계및장비,기타운송장비 제조업, 인쇄및기록매체복제업, 창고및운송관련서비스업, 포장및충전업, 그외기타분류 안된 산업지원 서비스업, 비주거용건물임대업, 기타부동산임대업, 제한업종(고시문참조)",충북_음성군,1043838,일반,https://blog.naver.com/fluke8501571/222706201180
음성대풍일반산업단지,분양완료,1996-12-10,118000,"식료품제조업, 음료제조업, 화학물질 및 화학제품제조업, 의료용물질 및 의약품제조업, 고무제품 및 플라스틱제품제조업, 금속가공제품제조업, 창고 및 운송관련 서비스업, 태양력발전업 비주거용 건물임대업, 기타 부동산 임대업",대풍산업단지입주기업체협의회,439450,일반,https://k114.co.kr/store/detail.asp?seq=BsNrCgA3BwdN
음성리노삼봉일반산업단지,분양완료,-,175758,"화학물질 및 화학제품, 비금속 광물제품, 고무제품 및 플라스틱제품, 금속가공, 기타 기계 및 장비, 자동차 및 트레일러, 기타직물제품 제조업, 창고 및 운송관련 서비스업",충북_음성군,246057,일반,https://blog.naver.com/signatureclean/222273987109
음성맹동일반산업단지,분양완료,2007-11-16,94000,"식료품,음료,펄프·종이및종이제품,화학물질 및 화학제품,의료용물질 및 의약품,고무제품 및 플라스틱제품,금속가공제품,전자부품·캄퓨터·영상·음향 및 통신장비,의료·정밀·광학기기 및 시계,전기장비,기타기계 및 장비,기타제품 제조업",충북_음성군,418797,일반,https://blog.naver.com/wlswn5123/222455351896
음성생극일반산업단지,분양완료,2018-05-18,181005,"식·음료품,펄프및종이,화학물질및화학제품,고무및플라스틱,1차금속,비금속광물,금속가공,기타기계및장비,제조업, 인쇄및기록매체복제업, 창고및운송관련서비스업",충북_음성군,456756,일반,https://www.cctoday.co.kr/news/articleView.html?idxno=975275
음성성본일반산업단지,분양중,2022-06-24,297460,"전기및전자기기(전자부품·컴퓨터·영상·음향및통신장비,의료·정밀·광학기기및시계,전기장비,기타기계및장비,창고 및 운송관련서비스업), 기타연관업종(식료품,음료,화학물질및화학제품,의료용물질 및 의약품,고무제품 및 플리스틱,비금속광물,1차금속,금속가공,자동차및트레일러,기타운송장비,기타제품,창고 및 운송관련서비스업) *유치 제한업종 및 외국인투자지역 유치업종 고시문 참조","충북_음성군, 충청북도",1997458,일반,https://blog.naver.com/fluke8501571/223405757879
음성오선일반산업단지,분양완료,2017-09-08,155006,"펄프및종이,화학물질및화학제품,의료용물질및의약품,금속가공제품,코크스·연탄및석유정제품,고무및플라스틱,전자부품·컴퓨터·영상·음향및통신장비,전기장비,기타기계및장비,자동차및트레일러,식료품,비금속광물 제조업, 창고및운송관련서비스업, 태양력발전업(건물옥상 및 지붕 활용 가능)",충북_음성군,459481,일반,http://www.krice.co.kr/2021/esos.html
음성용산일반산업단지,분양중,-,251515,"식료품, 섬유제품:의복제외, 화학물질 및 화학제품;의약품 제외, 의료용 물질 및 의약품, 고무제품 및 플라스틱제품, 금속가공제품 제조업;기계 및 가구제외,전자부품, 컴퓨터·영상·음향 및 통신장비, 전기장비, 기타 기계 및 장비",충북_음성군,1040774,일반,http://vsandan.com/
음성원남일반산업단지,분양완료,2016-10-28,135855,"음료,식료품,섬유제품,펄프종이및종이제품,화학물질및화학제품,고무제품및플라스틱,1차금속,금속가공제품,전자부품·컴퓨터·영상·음향 및 통신장비,자동차및트레일러 제조업, 태양력발전업(건물옥상 및 지붕활용), 비주거용 건물 임대업, 기타 부동산 임대업, 창고및운송관련서비스업(B11-4블록 공장운영을 영위하기 위한 부대시설에 한하여 허용 가능)",충북_음성군,1112675,일반,http://www.krice.co.kr/2021/ew.html
